year,round,event_id,circuit,gp_name,country,location,dates,slug,url,status
1986,12,509,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1986/8/17 - 1986/8/17,,,Finished
1986,13,510,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1986/9/7 - 1986/9/7,,,Finished
1986,14,511,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1986/9/21 - 1986/9/21,,,Finished
1986,15,512,"Autódromo Hermanos Rodríguez, Mexico",Mexico Grand Prix,Mexico,,1986/10/12 - 1986/10/12,,,Finished
1986,16,513,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1986/10/26 - 1986/10/26,,,Finished
1985,1,482,"Autódromo Internacional do Rio de Janeiro, Brazil",Brazil Grand Prix,Brazil,,1985/4/7 - 1985/4/7,,,Finished
1985,2,483,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1985/4/21 - 1985/4/21,,,Finished
1985,3,484,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1985/5/5 - 1985/5/5,,,Finished
1985,4,485,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1985/5/19 - 1985/5/19,,,Finished
1985,5,486,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1985/6/16 - 1985/6/16,,,Finished
1985,6,487,"Detroit Street Circuit, United States",Detroit Grand Prix,Detroit,,1985/6/23 - 1985/6/23,,,Finished
1985,7,488,"Circuit Paul Ricard, France",France Grand Prix,France,,1985/7/7 - 1985/7/7,,,Finished
1985,8,489,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1985/7/21 - 1985/7/21,,,Finished
1985,9,490,"Nürburgring, Germany",Germany Grand Prix,Germany,,1985/8/4 - 1985/8/4,,,Finished
1985,10,491,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1985/8/18 - 1985/8/18,,,Finished
1985,11,492,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1985/8/25 - 1985/8/25,,,Finished
1985,12,493,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1985/9/8 - 1985/9/8,,,Finished
1985,13,494,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,1985/9/15 - 1985/9/15,,,Finished
1985,14,495,"Brands Hatch Circuit, Great Britain",Europe Grand Prix,Europe,,1985/10/6 - 1985/10/6,,,Finished
1985,15,496,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1985/10/19 - 1985/10/19,,,Finished
1985,16,497,"Adelaide Street Circuit, Australia",Australia Grand Prix,Australia,,1985/11/3 - 1985/11/3,,,Finished
1984,1,466,"Autódromo Internacional do Rio de Janeiro, Brazil",Brazil Grand Prix,Brazil,,1984/3/25 - 1984/3/25,,,Finished
1984,2,467,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1984/4/7 - 1984/4/7,,,Finished
1984,3,468,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1984/4/29 - 1984/4/29,,,Finished
1984,4,469,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1984/5/6 - 1984/5/6,,,Finished
1984,5,470,"Circuit Dijon-Prenois, France",France Grand Prix,France,,1984/5/20 - 1984/5/20,,,Finished
1984,6,471,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1984/6/3 - 1984/6/3,,,Finished
1984,7,472,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1984/6/17 - 1984/6/17,,,Finished
1984,8,473,"Detroit Street Circuit, United States",Detroit Grand Prix,Detroit,,1984/6/24 - 1984/6/24,,,Finished
1984,9,474,"Dallas Fair Park, United States",Dallas Grand Prix,Dallas,,1984/7/8 - 1984/7/8,,,Finished
1984,10,475,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1984/7/22 - 1984/7/22,,,Finished
1984,11,476,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1984/8/5 - 1984/8/5,,,Finished
1984,12,477,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1984/8/19 - 1984/8/19,,,Finished
1984,13,478,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1984/8/26 - 1984/8/26,,,Finished
1984,14,479,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1984/9/9 - 1984/9/9,,,Finished
1984,15,480,"Nürburgring, Germany",Europe Grand Prix,Europe,,1984/10/7 - 1984/10/7,,,Finished
1984,16,481,"Autódromo do Estoril, Portugal",Portugal Grand Prix,Portugal,,1984/10/21 - 1984/10/21,,,Finished
1983,3,453,"Long Beach Street Circuit, United States",France Grand Prix,France,,1983/3/27 - 1983/3/27,,,Finished
1983,4,454,"Circuit Paul Ricard, France",San Marino Grand Prix,San Marino,,1983/4/17 - 1983/4/17,,,Finished
1983,5,455,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",Monaco Grand Prix,Monaco,,1983/5/1 - 1983/5/1,,,Finished
1983,6,456,"Circuit de Monaco, Monaco",Belgium Grand Prix,Belgium,,1983/5/15 - 1983/5/15,,,Finished
1983,7,457,"Circuit de Spa-Francorchamps, Belgium",Detroit Grand Prix,Detroit,,1983/5/22 - 1983/5/22,,,Finished
1983,8,458,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1983/6/12 - 1983/6/12,,,Finished
1983,9,459,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1983/7/16 - 1983/7/16,,,Finished
1983,10,460,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1983/8/7 - 1983/8/7,,,Finished
1983,11,461,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1983/8/14 - 1983/8/14,,,Finished
1983,12,462,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1983/8/28 - 1983/8/28,,,Finished
1983,13,463,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1983/9/11 - 1983/9/11,,,Finished
1983,14,464,"Brands Hatch Circuit, Great Britain",Europe Grand Prix,Europe,,1983/9/25 - 1983/9/25,,,Finished
1983,15,465,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1983/10/15 - 1983/10/15,,,Finished
1983,1,8,"Detroit Street Circuit, United States",Brazil Grand Prix,Brazil,,1983/6/5 - 1983/6/5,,,Finished
1983,2,9,"Autódromo Internacional do Rio de Janeiro, Brazil",USA West Grand Prix,USA West,,1983/3/11 - 1983/3/13,,,Finished
1982,1,437,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1982/1/23 - 1982/1/23,,,Finished
1982,2,438,"Autódromo Internacional do Rio de Janeiro, Brazil",Brazil Grand Prix,Brazil,,1982/3/21 - 1982/3/21,,,Finished
1982,3,439,"Long Beach Street Circuit, United States",USA West Grand Prix,USA West,,1982/4/4 - 1982/4/4,,,Finished
1982,4,440,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1982/4/25 - 1982/4/25,,,Finished
1982,5,441,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1982/5/9 - 1982/5/9,,,Finished
1982,6,442,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1982/5/23 - 1982/5/23,,,Finished
1982,7,443,"Detroit Street Circuit, United States",Detroit Grand Prix,Detroit,,1982/6/6 - 1982/6/6,,,Finished
1982,8,444,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1982/6/13 - 1982/6/13,,,Finished
1982,9,445,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1982/7/3 - 1982/7/3,,,Finished
1982,10,446,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1982/7/18 - 1982/7/18,,,Finished
1982,11,447,"Circuit Paul Ricard, France",France Grand Prix,France,,1982/7/25 - 1982/7/25,,,Finished
1982,12,448,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1982/8/8 - 1982/8/8,,,Finished
1982,13,449,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1982/8/15 - 1982/8/15,,,Finished
1982,14,450,"Circuit Dijon-Prenois, France",Switzerland Grand Prix,Switzerland,,1982/8/29 - 1982/8/29,,,Finished
1982,15,451,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1982/9/12 - 1982/9/12,,,Finished
1982,16,452,"Caesars Palace, United States",Caesar's Palace Grand Prix,Caesar's Palace,,1982/9/25 - 1982/9/25,,,Finished
1981,1,422,"Long Beach Street Circuit, United States",USA West Grand Prix,USA West,,1981/3/15 - 1981/3/15,,,Finished
1981,2,423,"Autódromo Internacional do Rio de Janeiro, Brazil",Brazil Grand Prix,Brazil,,1981/3/29 - 1981/3/29,,,Finished
1981,3,424,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1981/4/12 - 1981/4/12,,,Finished
1981,4,425,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,1981/5/3 - 1981/5/3,,,Finished
1981,5,426,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1981/5/17 - 1981/5/17,,,Finished
1981,6,427,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1981/5/31 - 1981/5/31,,,Finished
1981,7,428,"Circuito Permanente del Jarama, Spain",Spain Grand Prix,Spain,,1981/6/21 - 1981/6/21,,,Finished
1981,8,429,"Circuit Dijon-Prenois, France",France Grand Prix,France,,1981/7/5 - 1981/7/5,,,Finished
1981,9,430,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1981/7/18 - 1981/7/18,,,Finished
1981,10,431,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1981/8/2 - 1981/8/2,,,Finished
1981,11,432,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1981/8/16 - 1981/8/16,,,Finished
1981,12,433,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1981/8/30 - 1981/8/30,,,Finished
1981,13,434,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1981/9/13 - 1981/9/13,,,Finished
1981,14,435,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1981/9/27 - 1981/9/27,,,Finished
1981,15,436,"Caesars Palace, United States",Caesar's Palace Grand Prix,Caesar's Palace,,1981/10/17 - 1981/10/17,,,Finished
1980,1,80,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1980/1/13 - 1980/1/13,,,Finished
1980,2,81,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1980/1/27 - 1980/1/27,,,Finished
1980,3,82,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1980/3/1 - 1980/3/1,,,Finished
1980,4,83,"Long Beach Street Circuit, United States",USA West Grand Prix,USA West,,1980/3/30 - 1980/3/30,,,Finished
1980,5,84,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1980/5/4 - 1980/5/4,,,Finished
1980,6,85,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1980/5/18 - 1980/5/18,,,Finished
1980,7,86,"Circuit Paul Ricard, France",France Grand Prix,France,,1980/6/29 - 1980/6/29,,,Finished
1980,8,87,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1980/7/13 - 1980/7/13,,,Finished
1980,9,88,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1980/8/10 - 1980/8/10,,,Finished
1980,10,89,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1980/8/17 - 1980/8/17,,,Finished
1980,11,90,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1980/8/31 - 1980/8/31,,,Finished
1980,12,91,"Autodromo Internazionale Enzo e Dino Ferrari, Italy",Italy Grand Prix,Italy,,1980/9/14 - 1980/9/14,,,Finished
1980,13,92,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1980/9/28 - 1980/9/28,,,Finished
1980,14,93,"Watkins Glen International, United States",USA East Grand Prix,USA East,,1980/10/5 - 1980/10/5,,,Finished
1979,1,407,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1979/1/21 - 1979/1/21,,,Finished
1979,2,408,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1979/2/4 - 1979/2/4,,,Finished
1979,3,409,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1979/3/3 - 1979/3/3,,,Finished
1979,4,410,"Long Beach Street Circuit, United States",USA West Grand Prix,USA West,,1979/4/8 - 1979/4/8,,,Finished
1979,5,411,"Circuito Permanente del Jarama, Spain",Spain Grand Prix,Spain,,1979/4/29 - 1979/4/29,,,Finished
1979,6,412,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1979/5/13 - 1979/5/13,,,Finished
1979,7,413,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1979/5/27 - 1979/5/27,,,Finished
1979,8,414,"Circuit Dijon-Prenois, France",France Grand Prix,France,,1979/7/1 - 1979/7/1,,,Finished
1979,9,415,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1979/7/14 - 1979/7/14,,,Finished
1979,10,416,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1979/7/29 - 1979/7/29,,,Finished
1979,11,417,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1979/8/12 - 1979/8/12,,,Finished
1979,12,418,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1979/8/26 - 1979/8/26,,,Finished
1979,13,419,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1979/9/9 - 1979/9/9,,,Finished
1979,14,420,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1979/9/30 - 1979/9/30,,,Finished
1979,15,421,"Watkins Glen International, United States",USA East Grand Prix,USA East,,1979/10/7 - 1979/10/7,,,Finished
1978,1,391,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1978/1/15 - 1978/1/15,,,Finished
1978,2,392,"Autódromo Internacional do Rio de Janeiro, Brazil",Brazil Grand Prix,Brazil,,1978/1/29 - 1978/1/29,,,Finished
1978,3,393,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1978/3/4 - 1978/3/4,,,Finished
1978,4,394,"Long Beach Street Circuit, United States",USA West Grand Prix,USA West,,1978/4/2 - 1978/4/2,,,Finished
1978,5,395,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1978/5/7 - 1978/5/7,,,Finished
1978,6,396,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1978/5/21 - 1978/5/21,,,Finished
1978,7,397,"Circuito Permanente del Jarama, Spain",Spain Grand Prix,Spain,,1978/6/4 - 1978/6/4,,,Finished
1978,8,398,"Scandinavian Raceway, Sweden",Sweden Grand Prix,Sweden,,1978/6/17 - 1978/6/17,,,Finished
1978,9,399,"Circuit Paul Ricard, France",France Grand Prix,France,,1978/7/2 - 1978/7/2,,,Finished
1978,10,400,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1978/7/16 - 1978/7/16,,,Finished
1978,11,401,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1978/7/30 - 1978/7/30,,,Finished
1978,12,402,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1978/8/13 - 1978/8/13,,,Finished
1978,13,403,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1978/8/27 - 1978/8/27,,,Finished
1978,14,404,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1978/9/10 - 1978/9/10,,,Finished
1978,15,405,"Watkins Glen International, United States",USA East Grand Prix,USA East,,1978/10/1 - 1978/10/1,,,Finished
1978,16,406,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,1978/10/8 - 1978/10/8,,,Finished
1977,1,374,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1977/1/9 - 1977/1/9,,,Finished
1977,2,375,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1977/1/23 - 1977/1/23,,,Finished
1977,3,376,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1977/3/5 - 1977/3/5,,,Finished
1977,4,377,"Long Beach Street Circuit, United States",USA West Grand Prix,USA West,,1977/4/3 - 1977/4/3,,,Finished
1977,5,378,"Circuito Permanente del Jarama, Spain",Spain Grand Prix,Spain,,1977/5/8 - 1977/5/8,,,Finished
1977,6,379,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1977/5/22 - 1977/5/22,,,Finished
1977,7,380,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1977/6/5 - 1977/6/5,,,Finished
1977,8,381,"Scandinavian Raceway, Sweden",Sweden Grand Prix,Sweden,,1977/6/19 - 1977/6/19,,,Finished
1977,9,382,"Circuit Dijon-Prenois, France",France Grand Prix,France,,1977/7/3 - 1977/7/3,,,Finished
1977,10,383,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1977/7/16 - 1977/7/16,,,Finished
1977,11,384,"Hockenheimring, Germany",Germany Grand Prix,Germany,,1977/7/31 - 1977/7/31,,,Finished
1977,12,385,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1977/8/14 - 1977/8/14,,,Finished
1977,13,386,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1977/8/28 - 1977/8/28,,,Finished
1977,14,387,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1977/9/11 - 1977/9/11,,,Finished
1977,15,388,"Watkins Glen International, United States",USA East Grand Prix,USA East,,1977/10/2 - 1977/10/2,,,Finished
1977,16,389,"Mosport International Raceway, Canada",Canada Grand Prix,Canada,,1977/10/9 - 1977/10/9,,,Finished
1977,17,390,"Fuji Speedway, Japan",Japan Grand Prix,Japan,,1977/10/23 - 1977/10/23,,,Finished
1976,1,358,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1976/1/25 - 1976/1/25,,,Finished
1976,2,359,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1976/3/6 - 1976/3/6,,,Finished
1976,3,360,"Long Beach Street Circuit, United States",USA West Grand Prix,USA West,,1976/3/28 - 1976/3/28,,,Finished
1976,4,361,"Circuito Permanente del Jarama, Spain",Spain Grand Prix,Spain,,1976/5/2 - 1976/5/2,,,Finished
1976,5,362,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1976/5/16 - 1976/5/16,,,Finished
1976,6,363,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1976/5/30 - 1976/5/30,,,Finished
1976,7,364,"Scandinavian Raceway, Sweden",Sweden Grand Prix,Sweden,,1976/6/13 - 1976/6/13,,,Finished
1976,8,365,"Circuit Paul Ricard, France",France Grand Prix,France,,1976/7/4 - 1976/7/4,,,Finished
1976,9,366,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1976/7/18 - 1976/7/18,,,Finished
1976,10,367,"Nürburgring, Germany",Germany Grand Prix,Germany,,1976/8/1 - 1976/8/1,,,Finished
1976,11,368,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1976/8/15 - 1976/8/15,,,Finished
1976,12,369,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1976/8/29 - 1976/8/29,,,Finished
1976,13,370,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1976/9/12 - 1976/9/12,,,Finished
1976,14,371,"Mosport International Raceway, Canada",Canada Grand Prix,Canada,,1976/10/3 - 1976/10/3,,,Finished
1976,15,372,"Watkins Glen International, United States",USA East Grand Prix,USA East,,1976/10/10 - 1976/10/10,,,Finished
1976,16,373,"Fuji Speedway, Japan",Japan Grand Prix,Japan,,1976/10/24 - 1976/10/24,,,Finished
1975,1,344,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1975/1/12 - 1975/1/12,,,Finished
1975,2,345,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1975/1/26 - 1975/1/26,,,Finished
1975,3,346,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1975/3/1 - 1975/3/1,,,Finished
1975,4,347,"Montjuïc Circuit, Spain",Spain Grand Prix,Spain,,1975/4/27 - 1975/4/27,,,Finished
1975,5,348,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1975/5/11 - 1975/5/11,,,Finished
1975,6,349,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1975/5/25 - 1975/5/25,,,Finished
1975,7,350,"Scandinavian Raceway, Sweden",Sweden Grand Prix,Sweden,,1975/6/8 - 1975/6/8,,,Finished
1975,8,351,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1975/6/22 - 1975/6/22,,,Finished
1975,9,352,"Circuit Paul Ricard, France",France Grand Prix,France,,1975/7/6 - 1975/7/6,,,Finished
1975,10,353,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1975/7/19 - 1975/7/19,,,Finished
1975,11,354,"Nürburgring, Germany",Germany Grand Prix,Germany,,1975/8/3 - 1975/8/3,,,Finished
1975,12,355,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1975/8/17 - 1975/8/17,,,Finished
1975,13,356,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1975/9/7 - 1975/9/7,,,Finished
1975,14,357,"Watkins Glen International, United States",United States Grand Prix,United States,,1975/10/5 - 1975/10/5,,,Finished
1974,1,329,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1974/1/13 - 1974/1/13,,,Finished
1974,2,330,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1974/1/27 - 1974/1/27,,,Finished
1974,3,331,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1974/3/30 - 1974/3/30,,,Finished
1974,4,332,"Circuito Permanente del Jarama, Spain",Spain Grand Prix,Spain,,1974/4/28 - 1974/4/28,,,Finished
1974,5,333,"Complexe Européen de Nivelles-Baulers, Belgium",Belgium Grand Prix,Belgium,,1974/5/12 - 1974/5/12,,,Finished
1974,6,334,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1974/5/26 - 1974/5/26,,,Finished
1974,7,335,"Scandinavian Raceway, Sweden",Sweden Grand Prix,Sweden,,1974/6/9 - 1974/6/9,,,Finished
1974,8,336,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1974/6/23 - 1974/6/23,,,Finished
1974,9,337,"Circuit Dijon-Prenois, France",France Grand Prix,France,,1974/7/7 - 1974/7/7,,,Finished
1974,10,338,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1974/7/20 - 1974/7/20,,,Finished
1974,11,339,"Nürburgring, Germany",Germany Grand Prix,Germany,,1974/8/4 - 1974/8/4,,,Finished
1974,12,340,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1974/8/18 - 1974/8/18,,,Finished
1974,13,341,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1974/9/8 - 1974/9/8,,,Finished
1974,14,342,"Mosport International Raceway, Canada",Canada Grand Prix,Canada,,1974/9/22 - 1974/9/22,,,Finished
1974,15,343,"Watkins Glen International, United States",United States Grand Prix,United States,,1974/10/6 - 1974/10/6,,,Finished
1973,1,314,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1973/1/28 - 1973/1/28,,,Finished
1973,2,315,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1973/2/11 - 1973/2/11,,,Finished
1973,3,316,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1973/3/3 - 1973/3/3,,,Finished
1973,4,317,"Montjuïc Circuit, Spain",Spain Grand Prix,Spain,,1973/4/29 - 1973/4/29,,,Finished
1973,5,318,"Circuit Zolder, Belgium",Belgium Grand Prix,Belgium,,1973/5/20 - 1973/5/20,,,Finished
1973,6,319,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1973/6/3 - 1973/6/3,,,Finished
1973,7,320,"Scandinavian Raceway, Sweden",Sweden Grand Prix,Sweden,,1973/6/17 - 1973/6/17,,,Finished
1973,8,321,"Circuit Paul Ricard, France",France Grand Prix,France,,1973/7/1 - 1973/7/1,,,Finished
1973,9,322,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1973/7/14 - 1973/7/14,,,Finished
1973,10,323,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1973/7/29 - 1973/7/29,,,Finished
1973,11,324,"Nürburgring, Germany",Germany Grand Prix,Germany,,1973/8/5 - 1973/8/5,,,Finished
1973,12,325,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1973/8/19 - 1973/8/19,,,Finished
1973,13,326,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1973/9/9 - 1973/9/9,,,Finished
1973,14,327,"Mosport International Raceway, Canada",Canada Grand Prix,Canada,,1973/9/23 - 1973/9/23,,,Finished
1973,15,328,"Watkins Glen International, United States",United States Grand Prix,United States,,1973/10/7 - 1973/10/7,,,Finished
1972,1,302,"Autódromo Juan y Oscar Gálvez, Argentina",Argentina Grand Prix,Argentina,,1972/1/23 - 1972/1/23,,,Finished
1972,2,303,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1972/3/4 - 1972/3/4,,,Finished
1972,3,304,"Circuito Permanente del Jarama, Spain",Spain Grand Prix,Spain,,1972/5/1 - 1972/5/1,,,Finished
1972,4,305,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1972/5/14 - 1972/5/14,,,Finished
1972,5,306,"Complexe Européen de Nivelles-Baulers, Belgium",Belgium Grand Prix,Belgium,,1972/6/4 - 1972/6/4,,,Finished
1972,6,307,"Charade Circuit, France",France Grand Prix,France,,1972/7/2 - 1972/7/2,,,Finished
1972,7,308,"Brands Hatch Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,1972/7/15 - 1972/7/15,,,Finished
1972,8,309,"Nürburgring, Germany",Germany Grand Prix,Germany,,1972/7/30 - 1972/7/30,,,Finished
1972,9,310,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,1972/8/13 - 1972/8/13,,,Finished
1972,10,311,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,1972/9/10 - 1972/9/10,,,Finished
1972,11,312,"Mosport International Raceway, Canada",Canada Grand Prix,Canada,,1972/9/24 - 1972/9/24,,,Finished
1972,12,313,"Watkins Glen International, United States",United States Grand Prix,United States,,1972/10/8 - 1972/10/8,,,Finished
1971,1,291,"Kyalami Grand Prix Circuit, South Africa",South Africa Grand Prix,South Africa,,1971/3/6 - 1971/3/6,,,Finished
1971,2,292,"Montjuïc Circuit, Spain",Spain Grand Prix,Spain,,1971/4/18 - 1971/4/18,,,Finished
1971,3,293,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,1971/5/23 - 1971/5/23,,,Finished
1971,4,294,"Circuit Zandvoort, Netherlands",Netherlands Grand Prix,Netherlands,,1971/6/20 - 1971/6/20,,,Finished
1971,5,295,"Circuit Paul Ricard, France",France Grand Prix,France,,1971/7/4 - 1971/7/4,,,Finished
