year,round,event_id,circuit,gp_name,country,location,dates,slug,url,status
2012,15,22,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2012/10/5 - 2012/10/7,,,Finished
2012,16,23,"Korean International Circuit, South Korea",South Korea Grand Prix,South Korea,,2012/10/12 - 2012/10/14,,,Finished
2012,17,24,"Buddh International Circuit, India",India Grand Prix,India,,2012/10/26 - 2012/10/28,,,Finished
2012,18,25,"Yas Marina Circuit, Abu Dhabi",Abu Dhabi Grand Prix,Abu Dhabi,,2012/11/2 - 2012/11/4,,,Finished
2012,19,26,"Circuit of The Americas, United States",United States Grand Prix,United States,,2012/11/16 - 2012/11/18,,,Finished
2012,20,27,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2012/11/23 - 2012/11/25,,,Finished
2012,2,4,"Silverstone Circuit, Great Britain",Malaysia Grand Prix,Malaysia,,2012/7/6 - 2012/7/8,,,Finished
2011,1,28,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2011/3/25 - 2011/3/27,,,Finished
2011,2,29,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2011/4/8 - 2011/4/10,,,Finished
2011,3,30,"Shanghai International Circuit, China",China Grand Prix,China,,2011/4/15 - 2011/4/17,,,Finished
2011,4,31,"Intercity Istanbul Park, Turkey",Turkey Grand Prix,Turkey,,2011/5/6 - 2011/5/8,,,Finished
2011,5,32,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2011/5/20 - 2011/5/22,,,Finished
2011,6,33,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2011/5/26 - 2011/5/29,,,Finished
2011,7,34,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2011/6/10 - 2011/6/12,,,Finished
2011,8,35,"Valencia Street Circuit, Spain",Europe Grand Prix,Europe,,2011/6/24 - 2011/6/26,,,Finished
2011,9,36,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2011/7/8 - 2011/7/10,,,Finished
2011,10,37,"Nürburgring, Germany",Germany Grand Prix,Germany,,2011/7/22 - 2011/7/24,,,Finished
2011,11,38,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2011/7/29 - 2011/7/31,,,Finished
2011,12,39,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2011/8/26 - 2011/8/28,,,Finished
2011,13,40,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2011/9/9 - 2011/9/11,,,Finished
2011,14,41,"Marina Bay Street Circuit, Singapore",Singapore Grand Prix,Singapore,,2011/9/23 - 2011/9/25,,,Finished
2011,15,42,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2011/10/7 - 2011/10/9,,,Finished
2011,16,43,"Korean International Circuit, South Korea",South Korea Grand Prix,South Korea,,2011/10/14 - 2011/10/16,,,Finished
2011,17,44,"Buddh International Circuit, India",India Grand Prix,India,,2011/10/28 - 2011/10/30,,,Finished
2011,18,45,"Yas Marina Circuit, Abu Dhabi",Abu Dhabi Grand Prix,Abu Dhabi,,2011/11/11 - 2011/11/13,,,Finished
2011,19,46,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2011/11/25 - 2011/11/27,,,Finished
2010,1,860,"Bahrain International Circuit, Bahrain",Bahrain Grand Prix,Bahrain,,2010/3/14 - 2010/3/14,,,Finished
2010,2,861,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2010/3/28 - 2010/3/28,,,Finished
2010,3,862,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2010/4/4 - 2010/4/4,,,Finished
2010,4,863,"Shanghai International Circuit, China",China Grand Prix,China,,2010/4/18 - 2010/4/18,,,Finished
2010,5,864,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2010/5/9 - 2010/5/9,,,Finished
2010,6,865,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2010/5/16 - 2010/5/16,,,Finished
2010,7,866,"Intercity Istanbul Park, Turkey",Turkey Grand Prix,Turkey,,2010/5/30 - 2010/5/30,,,Finished
2010,8,867,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2010/6/13 - 2010/6/13,,,Finished
2010,9,868,"Valencia Street Circuit, Spain",Europe Grand Prix,Europe,,2010/6/27 - 2010/6/27,,,Finished
2010,10,869,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2010/7/11 - 2010/7/11,,,Finished
2010,11,870,"Hockenheimring, Germany",Germany Grand Prix,Germany,,2010/7/25 - 2010/7/25,,,Finished
2010,12,871,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2010/8/1 - 2010/8/1,,,Finished
2010,13,872,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2010/8/29 - 2010/8/29,,,Finished
2010,14,873,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2010/9/12 - 2010/9/12,,,Finished
2010,15,874,"Marina Bay Street Circuit, Singapore",Singapore Grand Prix,Singapore,,2010/9/26 - 2010/9/26,,,Finished
2010,16,875,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2010/10/10 - 2010/10/10,,,Finished
2010,17,876,"Korean International Circuit, South Korea",South Korea Grand Prix,South Korea,,2010/10/24 - 2010/10/24,,,Finished
2010,18,877,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2010/11/7 - 2010/11/7,,,Finished
2010,19,878,"Yas Marina Circuit, Abu Dhabi",Abu Dhabi Grand Prix,Abu Dhabi,,2010/11/14 - 2010/11/14,,,Finished
2009,1,843,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2009/3/29 - 2009/3/29,,,Finished
2009,2,844,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2009/4/5 - 2009/4/5,,,Finished
2009,3,845,"Shanghai International Circuit, China",China Grand Prix,China,,2009/4/19 - 2009/4/19,,,Finished
2009,4,846,"Bahrain International Circuit, Bahrain",Bahrain Grand Prix,Bahrain,,2009/4/26 - 2009/4/26,,,Finished
2009,5,847,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2009/5/10 - 2009/5/10,,,Finished
2009,6,848,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2009/5/24 - 2009/5/24,,,Finished
2009,7,849,"Intercity Istanbul Park, Turkey",Turkey Grand Prix,Turkey,,2009/6/7 - 2009/6/7,,,Finished
2009,8,850,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2009/6/21 - 2009/6/21,,,Finished
2009,9,851,"Nürburgring, Germany",Germany Grand Prix,Germany,,2009/7/12 - 2009/7/12,,,Finished
2009,10,852,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2009/7/26 - 2009/7/26,,,Finished
2009,11,853,"Valencia Street Circuit, Spain",Europe Grand Prix,Europe,,2009/8/23 - 2009/8/23,,,Finished
2009,12,854,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2009/8/30 - 2009/8/30,,,Finished
2009,13,855,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2009/9/13 - 2009/9/13,,,Finished
2009,14,856,"Marina Bay Street Circuit, Singapore",Singapore Grand Prix,Singapore,,2009/9/27 - 2009/9/27,,,Finished
2009,15,857,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2009/10/4 - 2009/10/4,,,Finished
2009,16,858,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2009/10/18 - 2009/10/18,,,Finished
2009,17,859,"Yas Marina Circuit, Abu Dhabi",Abu Dhabi Grand Prix,Abu Dhabi,,2009/11/1 - 2009/11/1,,,Finished
2008,1,825,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2008/3/16 - 2008/3/16,,,Finished
2008,2,826,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2008/3/23 - 2008/3/23,,,Finished
2008,3,827,"Bahrain International Circuit, Bahrain",Bahrain Grand Prix,Bahrain,,2008/4/6 - 2008/4/6,,,Finished
2008,4,828,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2008/4/27 - 2008/4/27,,,Finished
2008,5,829,"Intercity Istanbul Park, Turkey",Turkey Grand Prix,Turkey,,2008/5/11 - 2008/5/11,,,Finished
2008,6,830,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2008/5/25 - 2008/5/25,,,Finished
2008,7,831,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2008/6/8 - 2008/6/8,,,Finished
2008,8,832,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,2008/6/22 - 2008/6/22,,,Finished
2008,9,833,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2008/7/6 - 2008/7/6,,,Finished
2008,10,834,"Hockenheimring, Germany",Germany Grand Prix,Germany,,2008/7/20 - 2008/7/20,,,Finished
2008,11,835,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2008/8/3 - 2008/8/3,,,Finished
2008,12,836,"Valencia Street Circuit, Spain",Europe Grand Prix,Europe,,2008/8/24 - 2008/8/24,,,Finished
2008,13,837,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2008/9/7 - 2008/9/7,,,Finished
2008,14,838,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2008/9/14 - 2008/9/14,,,Finished
2008,15,839,"Marina Bay Street Circuit, Singapore",Singapore Grand Prix,Singapore,,2008/9/28 - 2008/9/28,,,Finished
2008,16,840,"Fuji Speedway, Japan",Japan Grand Prix,Japan,,2008/10/12 - 2008/10/12,,,Finished
2008,17,841,"Shanghai International Circuit, China",China Grand Prix,China,,2008/10/19 - 2008/10/19,,,Finished
2008,18,842,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2008/11/2 - 2008/11/2,,,Finished
2007,1,808,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2007/3/18 - 2007/3/18,,,Finished
2007,2,809,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2007/4/8 - 2007/4/8,,,Finished
2007,3,810,"Bahrain International Circuit, Bahrain",Bahrain Grand Prix,Bahrain,,2007/4/15 - 2007/4/15,,,Finished
2007,4,811,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2007/5/13 - 2007/5/13,,,Finished
2007,5,812,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2007/5/27 - 2007/5/27,,,Finished
2007,6,813,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2007/6/10 - 2007/6/10,,,Finished
2007,7,814,"Indianapolis Motor Speedway, United States",United States Grand Prix,United States,,2007/6/17 - 2007/6/17,,,Finished
2007,8,815,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,2007/7/1 - 2007/7/1,,,Finished
2007,9,816,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2007/7/8 - 2007/7/8,,,Finished
2007,10,817,"Nürburgring, Germany",Europe Grand Prix,Europe,,2007/7/22 - 2007/7/22,,,Finished
2007,11,818,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2007/8/5 - 2007/8/5,,,Finished
2007,12,819,"Intercity Istanbul Park, Turkey",Turkey Grand Prix,Turkey,,2007/8/26 - 2007/8/26,,,Finished
2007,13,820,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2007/9/9 - 2007/9/9,,,Finished
2007,14,821,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2007/9/16 - 2007/9/16,,,Finished
2007,15,822,"Fuji Speedway, Japan",Japan Grand Prix,Japan,,2007/9/30 - 2007/9/30,,,Finished
2007,16,823,"Shanghai International Circuit, China",China Grand Prix,China,,2007/10/7 - 2007/10/7,,,Finished
2007,17,824,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2007/10/21 - 2007/10/21,,,Finished
2006,1,790,"Bahrain International Circuit, Bahrain",Bahrain Grand Prix,Bahrain,,2006/3/12 - 2006/3/12,,,Finished
2006,2,791,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2006/3/19 - 2006/3/19,,,Finished
2006,3,792,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2006/4/2 - 2006/4/2,,,Finished
2006,4,793,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,2006/4/23 - 2006/4/23,,,Finished
2006,5,794,"Nürburgring, Germany",Europe Grand Prix,Europe,,2006/5/7 - 2006/5/7,,,Finished
2006,6,795,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2006/5/14 - 2006/5/14,,,Finished
2006,7,796,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2006/5/28 - 2006/5/28,,,Finished
2006,8,797,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2006/6/11 - 2006/6/11,,,Finished
2006,9,798,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2006/6/25 - 2006/6/25,,,Finished
2006,10,799,"Indianapolis Motor Speedway, United States",United States Grand Prix,United States,,2006/7/2 - 2006/7/2,,,Finished
2006,11,800,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,2006/7/16 - 2006/7/16,,,Finished
2006,12,801,"Hockenheimring, Germany",Germany Grand Prix,Germany,,2006/7/30 - 2006/7/30,,,Finished
2006,13,802,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2006/8/6 - 2006/8/6,,,Finished
2006,14,803,"Intercity Istanbul Park, Turkey",Turkey Grand Prix,Turkey,,2006/8/27 - 2006/8/27,,,Finished
2006,15,804,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2006/9/10 - 2006/9/10,,,Finished
2006,16,805,"Shanghai International Circuit, China",China Grand Prix,China,,2006/10/1 - 2006/10/1,,,Finished
2006,17,806,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2006/10/8 - 2006/10/8,,,Finished
2006,18,807,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2006/10/22 - 2006/10/22,,,Finished
2005,1,771,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2005/3/6 - 2005/3/6,,,Finished
2005,2,772,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2005/3/20 - 2005/3/20,,,Finished
2005,3,773,"Bahrain International Circuit, Bahrain",Bahrain Grand Prix,Bahrain,,2005/4/3 - 2005/4/3,,,Finished
2005,4,774,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,2005/4/24 - 2005/4/24,,,Finished
2005,5,775,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2005/5/8 - 2005/5/8,,,Finished
2005,6,776,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2005/5/22 - 2005/5/22,,,Finished
2005,7,777,"Nürburgring, Germany",Europe Grand Prix,Europe,,2005/5/29 - 2005/5/29,,,Finished
2005,8,778,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2005/6/12 - 2005/6/12,,,Finished
2005,9,779,"Indianapolis Motor Speedway, United States",United States Grand Prix,United States,,2005/6/19 - 2005/6/19,,,Finished
2005,10,780,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,2005/7/3 - 2005/7/3,,,Finished
2005,11,781,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2005/7/10 - 2005/7/10,,,Finished
2005,12,782,"Hockenheimring, Germany",Germany Grand Prix,Germany,,2005/7/24 - 2005/7/24,,,Finished
2005,13,783,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2005/7/31 - 2005/7/31,,,Finished
2005,14,784,"Intercity Istanbul Park, Turkey",Turkey Grand Prix,Turkey,,2005/8/21 - 2005/8/21,,,Finished
2005,15,785,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2005/9/4 - 2005/9/4,,,Finished
2005,16,786,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2005/9/11 - 2005/9/11,,,Finished
2005,17,787,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2005/9/25 - 2005/9/25,,,Finished
2005,18,788,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2005/10/9 - 2005/10/9,,,Finished
2005,19,789,"Shanghai International Circuit, China",China Grand Prix,China,,2005/10/16 - 2005/10/16,,,Finished
2004,1,753,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2004/3/7 - 2004/3/7,,,Finished
2004,2,754,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2004/3/21 - 2004/3/21,,,Finished
2004,3,755,"Bahrain International Circuit, Bahrain",Bahrain Grand Prix,Bahrain,,2004/4/4 - 2004/4/4,,,Finished
2004,4,756,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,2004/4/25 - 2004/4/25,,,Finished
2004,5,757,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2004/5/9 - 2004/5/9,,,Finished
2004,6,758,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2004/5/23 - 2004/5/23,,,Finished
2004,7,759,"Nürburgring, Germany",Europe Grand Prix,Europe,,2004/5/30 - 2004/5/30,,,Finished
2004,8,760,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2004/6/13 - 2004/6/13,,,Finished
2004,9,761,"Indianapolis Motor Speedway, United States",United States Grand Prix,United States,,2004/6/20 - 2004/6/20,,,Finished
2004,10,762,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,2004/7/4 - 2004/7/4,,,Finished
2004,11,763,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2004/7/11 - 2004/7/11,,,Finished
2004,12,764,"Hockenheimring, Germany",Germany Grand Prix,Germany,,2004/7/25 - 2004/7/25,,,Finished
2004,13,765,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2004/8/15 - 2004/8/15,,,Finished
2004,14,766,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2004/8/29 - 2004/8/29,,,Finished
2004,15,767,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2004/9/12 - 2004/9/12,,,Finished
2004,16,768,"Shanghai International Circuit, China",China Grand Prix,China,,2004/9/26 - 2004/9/26,,,Finished
2004,17,769,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2004/10/10 - 2004/10/10,,,Finished
2004,18,770,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2004/10/24 - 2004/10/24,,,Finished
2003,1,737,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2003/3/9 - 2003/3/9,,,Finished
2003,2,738,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2003/3/23 - 2003/3/23,,,Finished
2003,3,739,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2003/4/6 - 2003/4/6,,,Finished
2003,4,740,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,2003/4/20 - 2003/4/20,,,Finished
2003,5,741,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2003/5/4 - 2003/5/4,,,Finished
2003,6,742,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,2003/5/18 - 2003/5/18,,,Finished
2003,7,743,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2003/6/1 - 2003/6/1,,,Finished
2003,8,744,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2003/6/15 - 2003/6/15,,,Finished
2003,9,745,"Nürburgring, Germany",Europe Grand Prix,Europe,,2003/6/29 - 2003/6/29,,,Finished
2003,10,746,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,2003/7/6 - 2003/7/6,,,Finished
2003,11,747,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2003/7/20 - 2003/7/20,,,Finished
2003,12,748,"Hockenheimring, Germany",Germany Grand Prix,Germany,,2003/8/3 - 2003/8/3,,,Finished
2003,13,749,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2003/8/24 - 2003/8/24,,,Finished
2003,14,750,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2003/9/14 - 2003/9/14,,,Finished
2003,15,751,"Indianapolis Motor Speedway, United States",United States Grand Prix,United States,,2003/9/28 - 2003/9/28,,,Finished
2003,16,752,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2003/10/12 - 2003/10/12,,,Finished
2002,1,720,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2002/3/3 - 2002/3/3,,,Finished
2002,2,721,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2002/3/17 - 2002/3/17,,,Finished
2002,3,722,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2002/3/31 - 2002/3/31,,,Finished
2002,4,723,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,2002/4/14 - 2002/4/14,,,Finished
2002,5,724,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2002/4/28 - 2002/4/28,,,Finished
2002,6,725,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,2002/5/12 - 2002/5/12,,,Finished
2002,7,726,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2002/5/26 - 2002/5/26,,,Finished
2002,8,727,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2002/6/9 - 2002/6/9,,,Finished
2002,9,728,"Nürburgring, Germany",Europe Grand Prix,Europe,,2002/6/23 - 2002/6/23,,,Finished
2002,10,729,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2002/7/7 - 2002/7/7,,,Finished
2002,11,730,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,2002/7/21 - 2002/7/21,,,Finished
2002,12,731,"Hockenheimring, Germany",Germany Grand Prix,Germany,,2002/7/28 - 2002/7/28,,,Finished
2002,13,732,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2002/8/18 - 2002/8/18,,,Finished
2002,14,733,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2002/9/1 - 2002/9/1,,,Finished
2002,15,734,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2002/9/15 - 2002/9/15,,,Finished
2002,16,735,"Indianapolis Motor Speedway, United States",United States Grand Prix,United States,,2002/9/29 - 2002/9/29,,,Finished
2002,17,736,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2002/10/13 - 2002/10/13,,,Finished
2001,1,703,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2001/3/4 - 2001/3/4,,,Finished
2001,2,704,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2001/3/18 - 2001/3/18,,,Finished
2001,3,705,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2001/4/1 - 2001/4/1,,,Finished
2001,4,706,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,2001/4/15 - 2001/4/15,,,Finished
2001,5,707,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2001/4/29 - 2001/4/29,,,Finished
2001,6,708,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,2001/5/13 - 2001/5/13,,,Finished
2001,7,709,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2001/5/27 - 2001/5/27,,,Finished
2001,8,710,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2001/6/10 - 2001/6/10,,,Finished
2001,9,711,"Nürburgring, Germany",Europe Grand Prix,Europe,,2001/6/24 - 2001/6/24,,,Finished
2001,10,712,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,2001/7/1 - 2001/7/1,,,Finished
2001,11,713,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2001/7/15 - 2001/7/15,,,Finished
2001,12,714,"Hockenheimring, Germany",Germany Grand Prix,Germany,,2001/7/29 - 2001/7/29,,,Finished
2001,13,715,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2001/8/19 - 2001/8/19,,,Finished
2001,14,716,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2001/9/2 - 2001/9/2,,,Finished
2001,15,717,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2001/9/16 - 2001/9/16,,,Finished
2001,16,718,"Indianapolis Motor Speedway, United States",United States Grand Prix,United States,,2001/9/30 - 2001/9/30,,,Finished
2001,17,719,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2001/10/14 - 2001/10/14,,,Finished
2000,1,47,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,2000/3/12 - 2000/3/12,,,Finished
2000,2,48,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,2000/3/26 - 2000/3/26,,,Finished
2000,3,49,"Autodromo Internazionale Enzo e Dino Ferrari, San Marino",San Marino Grand Prix,San Marino,,2000/4/9 - 2000/4/9,,,Finished
2000,4,50,"Silverstone Circuit, Great Britain",Great Britain Grand Prix,Great Britain,,2000/4/23 - 2000/4/23,,,Finished
2000,5,51,"Circuit de Barcelona-Catalunya, Spain",Spain Grand Prix,Spain,,2000/5/7 - 2000/5/7,,,Finished
2000,6,52,"Nürburgring, Germany",Europe Grand Prix,Europe,,2000/5/21 - 2000/5/21,,,Finished
2000,7,53,"Circuit de Monaco, Monaco",Monaco Grand Prix,Monaco,,2000/6/4 - 2000/6/4,,,Finished
2000,8,54,"Circuit Gilles-Villeneuve, Canada",Canada Grand Prix,Canada,,2000/6/18 - 2000/6/18,,,Finished
2000,9,55,"Circuit de Nevers Magny-Cours, France",France Grand Prix,France,,2000/7/2 - 2000/7/2,,,Finished
2000,10,56,"Red Bull Ring, Austria",Austria Grand Prix,Austria,,2000/7/16 - 2000/7/16,,,Finished
2000,11,57,"Hockenheimring, Germany",Germany Grand Prix,Germany,,2000/7/30 - 2000/7/30,,,Finished
2000,12,58,"Hungaroring, Hungary",Hungary Grand Prix,Hungary,,2000/8/13 - 2000/8/13,,,Finished
2000,13,59,"Circuit de Spa-Francorchamps, Belgium",Belgium Grand Prix,Belgium,,2000/8/27 - 2000/8/27,,,Finished
2000,14,60,"Autodromo Nazionale Monza, Italy",Italy Grand Prix,Italy,,2000/9/10 - 2000/9/10,,,Finished
2000,15,61,"Indianapolis Motor Speedway, United States",United States Grand Prix,United States,,2000/9/24 - 2000/9/24,,,Finished
2000,16,62,"Suzuka Circuit, Japan",Japan Grand Prix,Japan,,2000/10/8 - 2000/10/8,,,Finished
2000,17,63,"Sepang International Circuit, Malaysia",Malaysia Grand Prix,Malaysia,,2000/10/22 - 2000/10/22,,,Finished
1999,1,687,"Albert Park Grand Prix Circuit, Australia",Australia Grand Prix,Australia,,1999/3/7 - 1999/3/7,,,Finished
1999,2,688,"Autódromo José Carlos Pace, Brazil",Brazil Grand Prix,Brazil,,1999/4/11 - 1999/4/11,,,Finished
